Company,Country,Pavilion,Website,Activity (1 line),Products,Product categories (filters),Services,Service categories (filters),Target customers,Technologies,Technology categories (filters),Why target,Score,Source
Sydor Technologies,USA,,http://sydortechnologies.com/,"Designs ballistic test systems and instrumentation for ammunition manufacturers, armed forces, and laboratories.",turnkey ballistic test systems · high-precision chronographs · instrumented targets · high-speed diagnostic imaging cameras · instrumented shooting ranges,Munitions petit/moyen calibre · Capteurs embarqués (généraux) · Optronique & viseurs (EO/IR),shooting range and test range design · on-site technical support (in-country) · product development and industrialisation · ballistic testing training,Certification & tests · Ingénierie & conseil · Formation & entraînement,"MoD / Armed Forces, Defence industrials, Export / international","high-speed measurement instrumentation · ballistic testing (STANAG, NIJ, NATO) · ultra-high-speed imaging · ballistic metrology",Optique de précision · MEMS & capteurs miniaturisés · Vision par ordinateur,"Reference supplier of ballistic test equipment for ammunition manufacturers, armour companies, and government test centres — potential partner and gateway to DoD/DGA labs.",100,manual
TEAM WENDY,USA,,https://www.teamwendy.com/,"Manufactures EXFIL® and EPIC™ ballistic helmets for special forces, tactical law enforcement, and search-and-rescue.","EXFIL® Ballistic · EXFIL® SL · EPIC™ Responder Plus · EPIC™ Protector · SAR™ Tactical · CAM FIT™ retention systems · Helmet accessories (chin straps, visors, liner systems)","Matériaux composites & blindage · Mâts, signalisation & balisage",Ballistic helmet design and R&D · Protection component integration,Ingénierie & conseil,"MoD / Armed Forces, Civil security, Defense industrials",Ballistic composite materials · Retention and impact attenuation systems,Matériaux composites,US manufacturer of ballistic helmets for special forces — direct prospect for head protection equipment of European armed forces and potential partner for distribution / co-development.,100,manual
Teledyne FLIR Defense,USA,,http://defense.flir.com/,"Designs and manufactures IR sensor systems (thermal cameras, drones, ground sensors) for US defense and export markets (Teledyne FLIR Defense).",portable thermal cameras · SkyRanger drones · seismic ground sensors · maritime ISR systems,Drones aériens (UAV) · Capteurs embarqués (généraux) · Capteurs sismiques & acoustiques,platform integration · sensor MRO,Intégration de systèmes · MCO / MRO,"MoD / Armed Forces, Civil security, Export / international",infrared imaging · VTOL drones · seismic detection,Imagerie infrarouge,US prime for defense thermal imaging (Teledyne subsidiary) — see also #2108 (FLIR OEM) — competitor and buyer of optical subsystems.,100,manual
TEXTRON SYSTEMS,USA,,https://www.textronsystems.com/,"Designs and manufactures armored vehicles (ARV), aerial drones, sensor systems, and weapon systems for the US military and allied forces.",Advanced Reconnaissance Vehicle (ARV) · Eagle Passive Active Warning Survivability System (EPAWSS) · Tactical aerial drones · Onboard sensor systems · Weapon systems · Test and simulation systems,Drones aériens (UAV),Military platform modernization · Critical systems integration · Operational and logistics support · Training and simulation,Intégration de systèmes · Formation & entraînement,"MoD / Armed Forces, Defense primes",Optronic and radar sensors · Passive/active warning systems · Autonomy and navigation · Specialized propulsion,"Radar (AESA, monopulse, …) · Robotique & autonomie",Major US prime contractor on DoD/Marine Corps contracts — key decision-maker for European industrial partnerships and access to the US defense market.,100,manual
"TRIJICON, INC.",USA,,https://www.trijicon.com/,"Designs and manufactures holographic sights, precision optics, and riflescopes for military individual weapons and law enforcement.",ACOG 4x32 sights · RMR holographic sights · AccuPower precision riflescopes · MRO red dot sights · VCOG variable sights,Optronique & viseurs (EO/IR) · Optiques d'armes (viseurs),optical calibration / after-sales service,Autre — à qualifier,"MoD / Armed Forces, Civil security, Export / international",tritium fiber optics · ballistic glass · illuminated reticles · multi-layer anti-reflective coatings,Photonique & fibres optiques,Potential buyer of Picatinny mounts and precision mechanical components — direct competitor in holographic and precision sights for infantry / special forces.,100,manual
Vatn Systems,USA,,http://www.vatnsystems.com/,Designs cooperative autonomous underwater vehicles with advanced navigation in GPS-denied environments.,TORSK 12 · TORSK 6 · Skelmir S12 · Skelmir S6,Navires & sous-systèmes navals,,,"MoD / Armed Forces, Defence industrialists",GPS-denied autonomous navigation · Cooperative swarming · Vision & navigation without comms,Robotique & autonomie · GNSS / navigation satellite,Supplier of autonomous underwater drones for naval and intelligence operations in denied environments — a growing segment for European navies.,100,manual
VectorNav Technologies,USA,,https://vectornav.com/,"Manufactures inertial measurement units and embedded navigation systems (IMU, AHRS, INS) for military drones, vehicles, and aircraft.",Inertial measurement units (IMU) · Attitude and heading reference systems (AHRS) · Inertial navigation systems (INS),Autre — à qualifier,Systems integration · Engineering & consulting,Intégration de systèmes,"Defense primes, Armed forces, Defense industrials",Inertial navigation systems · Inertial sensors (MEMS/FOG),Navigation inertielle · MEMS & capteurs miniaturisés,Supplier of critical navigation components for integration into military drones and autonomous vehicles for European defense industrials.,100,manual
WarBird Protection Group,USA,,http://www.warbirdpro.com/,"Manufactures ballistic plates, helmets, and body armor carriers for elite military units and law enforcement.",Ballistic plates (rifle plates) · Ballistic helmets · Carriers and protective vests · Ocular and hearing protection · Ballistic shields,"Gilets & plaques pare-balles · Mâts, signalisation & balisage",Design and integration of full ballistic protection solutions · Quality control and in-house production,Ingénierie & conseil,"MoD / Armed Forces, Civil security",Advanced ballistic materials · Modular ergonomic design,Autre — à qualifier,American body armor manufacturer — direct competitor or commercial partner for French and European forces seeking alternative military-qualified suppliers.,100,manual
WELDALOY PRODUCTS CO.,USA,,http://www.weldaloy.com/,"Forges superalloy (Inconel, titanium) and specialty steel components for aerospace engines and critical military parts.","Superalloy forgings (Inconel, Waspaloy) · Titanium forgings · Stainless steel forgings · CNC machining services · Heat treatment",Pièces mécaniques & usinage,Custom forging · Post-forge machining · Heat treatment · Metallurgical testing & analysis,Sous-traitance industrielle,"Defense primes, Defense industrials, MoD / Armed Forces",Precision forging · Superalloy metallurgy,Autre — à qualifier,"AS9100-capable American subcontractor producing critical forgings for military aerospace engine manufacturers (Safran, Rolls-Royce) — access to the European defense market through transatlantic partnerships.",100,manual
XR Training (XRT),USA,,http://www.xrt.io/,Develops immersive simulation and VR training platforms for defense.,training simulators · VR training modules · tactical scenario platforms,Simulateurs d'entraînement & VR/AR · Logiciels de simulation & cyber range,training · systems integration,Formation & entraînement · Intégration de systèmes,"MoD / Armed Forces, Civil security, Defense prime contractors",simulation · virtual reality,Navigation inertielle · Simulation & VR/AR,Simulation/training competitor — partner for military schools and OPEX training centers.,100,high
"BTRY.ENERGY"" LLC",Ukraine,,https://btry.energy/en,"Manufactures Li-ion battery packs (6s2p to 6s4p) and charging stations for FPV drones, military UAVs, and UGVs for the Ukrainian Armed Forces.",Li-ion batteries for FPV drones · Batteries for UAVs/aircraft · Batteries for UGVs · Batteries for EW/SIGINT · Charging stations · Thermal containers,Robots terrestres (UGV / EOD),Custom manufacturing · Battery technology R&D,Sous-traitance industrielle,"MoD / Armed Forces, Defense industrials","Li-ion technology (Molicel, Lishen cells) · Modular battery assembly",Énergie portative & piles à combustible,Ukrainian supplier of militarized power sources for drones and ground robots — potential partner for European UAV/UGV integrators or direct supplier to allied armed forces.,100,manual
DELTA PREMIUM,Ukraine,,http://deltacase.ua/,"Manufactures shock-resistant plastic cases and containers for equipment, weapons, and servers.",shock-resistant plastic cases · weapon transport containers · cases for servers and electronic equipment · custom foam inserts,"Conteneurs, malles, shelters",custom foam fabrication · case customization,Sous-traitance industrielle,"MoD / Armed Forces, Civil security, Defence manufacturers",shock-resistant engineering plastics · CNC foam cutting,Autre — à qualifier,Ukrainian supplier of hardened transport cases — local alternative to Pelican / Explorer / Nanuk for integrators and armed forces.,100,manual
